DY
786
11
attr0;attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10
10/1/10.jpg;4.341172;2.001338e+00;0.743449;4.005837e+00;4.166342;1.814734e+00;0.393258;3.098684e-01;0.206501;0
10/2/10.jpg;6.793897;1.998718e-01;0.389372;3.082611e+00;3.164081;1.274454e+00;0.369691;2.613573e-01;0.174451;0
10/3/10.jpg;6.730124;3.588253e+00;3.272697;2.223792e+00;2.234794;9.795159e-01;0.222236;1.488565e-01;0.097086;0
10/4/10.jpg;8.981645;1.354628e-01;0.377608;1.493111e+00;1.515786;6.615807e-01;0.314034;1.668340e-01;0.092633;0
10/5/10.jpg;5.068696;7.103896e+00;1.503571;4.552985e+00;4.266126;2.378672e+00;0.625489;6.262805e-01;0.504969;0
10/6/10.jpg;7.469415;2.286296e+00;1.628419;2.378443e+00;2.400872;1.046234e+00;0.191173;1.173418e-01;0.078027;0
11/7/11.jpg;4.277287;4.689561e-01;0.613943;3.829218e+00;4.280950;2.076191e+00;0.551835;4.480687e-01;0.297479;0
11/8/11.jpg;6.148430;2.823883e+00;1.834825;3.671543e+00;4.595876;2.148485e+00;0.018226;1.996711e-02;0.036743;0
11/9/11.jpg;8.507633;3.460268e-01;0.487029;3.631331e+00;3.693452;1.825967e+00;0.087277;3.881406e-02;0.040098;0
11/10/11.jpg;7.196717;-4.244354e-03;3.175476;3.980905e+00;4.152944;2.695538e+00;0.107459;5.590311e-02;0.050790;0
11/11/11.jpg;6.139463;-1.935635e+00;-2.113874;5.152050e+00;6.264494;3.199352e+00;0.417818;4.537610e-01;0.463979;0
12/12/12.jpg;3.070458;1.735570e+00;0.423660;3.280790e+00;2.859869;1.538895e+00;0.699879;5.530864e-01;0.350543;0
12/13/12.jpg;4.208752;4.764065e+00;1.388464;2.976898e+00;2.696478;1.208102e+00;0.748055;6.800181e-01;0.482354;0
12/14/12.jpg;6.556457;-1.055793e-01;1.473031;5.013204e+00;4.516389;2.152134e+00;0.239741;1.714643e-01;0.116809;0
12/15/12.jpg;6.506245;2.953971e+00;1.803496;2.804946e+00;2.764212;1.198258e+00;0.286444;1.768931e-01;0.111828;0
12/16/12.jpg;4.626129;2.768200e-01;0.988008;5.611278e+00;5.604850;2.521682e+00;0.318191;2.055911e-01;0.124551;0
12/17/12.jpg;5.851831;7.798503e+00;2.015901;2.374514e+00;1.839669;1.009266e+00;0.425495;4.173531e-01;0.355199;0
12/18/12.jpg;8.725036;1.778596e-01;0.363308;2.524522e+00;2.729621;1.089540e+00;0.069823;5.167505e-02;0.050939;0
12/19/12.jpg;8.079291;1.777488e+00;5.626493;2.770421e+00;3.154221;1.412014e+00;0.531295;7.044841e-01;0.840945;0
13/20/13.jpg;3.452934;1.171982e+00;0.494124;5.431913e+00;6.666411;3.600644e+00;0.182186;1.042149e-01;0.068190;0
13/21/13.jpg;6.020133;-8.203666e-01;3.465223;5.801769e+00;5.223233;3.878495e+00;0.288207;1.969973e-01;0.126788;0
13/22/13.jpg;4.685978;4.087273e+00;1.409549;6.007638e+00;6.325777;3.411688e+00;0.547859;4.208044e-01;0.260446;0
13/23/13.jpg;6.672411;5.547263e-01;0.572000;5.688335e+00;6.526953;3.126236e+00;0.467932;3.508618e-01;0.224365;0
13/24/13.jpg;5.202880;-1.094972e-01;-1.725890;7.510449e+00;7.724081;5.071806e+00;0.899642;8.622370e-01;0.676665;0
13/25/13.jpg;7.743559;1.482080e+00;3.784253;3.594025e+00;7.201664;2.544906e+00;0.320360;2.593940e-01;0.185121;0
13/26/13.jpg;6.093806;2.087394e+00;1.727878;5.606160e+00;7.466096;3.375842e+00;0.214567;1.526868e-01;0.102759;0
13/27/13.jpg;8.634097;1.520131e-01;0.008499;3.401042e+00;4.912556;1.937456e+00;0.357002;2.542365e-01;0.174176;0
14/28/14.jpg;5.485362;2.031906e-01;1.043230;3.767905e+00;4.389268;2.378822e+00;0.029648;1.776417e-02;0.035425;0
14/29/14.jpg;8.469798;-1.131120e+00;3.968348;2.440520e+00;2.107135;1.588226e+00;0.080424;8.938587e-02;0.076085;0
