DY
4306
11
attr0;attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10
0/1/0.jpg;4.821059;5.938968e-01;1.361879;2.706519e+00;3.575774;1.324719e+00;0.375802;2.830566e-01;0.181409;0
0/2/0.jpg;7.199910;1.423148e+00;3.127087;3.913973e+00;3.997469;2.024607e+00;0.157150;9.190847e-02;0.066273;0
0/3/0.jpg;6.818762;-6.701797e-01;-0.492980;2.938068e+00;2.915321;1.422168e+00;0.188361;1.187763e-01;0.080730;0
0/4/0.jpg;5.283375;1.026697e+01;-0.115075;2.131377e+00;1.692391;8.086098e-01;-0.017256;-4.026175e-03;0.026912;0
0/5/0.jpg;5.446272;2.814494e+00;1.619185;3.176151e+00;3.389741;1.416670e+00;0.250244;1.782934e-01;0.122883;0
0/6/0.jpg;7.861146;1.208464e+00;1.261161;2.400523e+00;2.897421;1.171842e+00;0.294110;1.968859e-01;0.126285;0
1/7/1.jpg;3.209643;5.241683e-01;-0.762978;1.145827e+00;1.499507;6.000308e-01;0.400812;3.420363e-01;0.261465;0
1/8/1.jpg;6.383372;1.133477e+00;1.398795;1.043897e+00;1.125279;5.144892e-01;0.367821;2.475808e-01;0.144256;0
1/9/1.jpg;7.192020;-1.189212e-01;-0.956256;1.619310e+00;1.748519;9.008536e-01;0.360381;2.358637e-01;0.142573;0
1/10/1.jpg;6.720026;4.286287e+00;1.916357;2.270684e+00;2.059076;1.038735e+00;0.009671;4.812150e-03;0.029425;0
1/11/1.jpg;4.291101;1.913102e+00;0.560587;2.150059e+00;2.568536;1.178525e+00;0.418660;3.146697e-01;0.199846;0
1/12/1.jpg;8.132632;1.237841e+00;1.269993;1.849226e+00;1.829962;9.968673e-01;0.304695;2.213084e-01;0.150046;0
2/13/2.jpg;2.675656;8.888649e-01;0.150027;3.213202e+00;3.711858;2.092220e+00;0.285621;2.395012e-01;0.197910;0
2/14/2.jpg;6.582162;1.337299e+00;1.923213;5.837757e+00;5.839697;3.099003e+00;0.175019;9.190365e-02;0.062963;0
2/15/2.jpg;5.056425;5.018174e+00;1.316026;5.822821e+00;6.229371;3.585605e+00;0.506627;4.526208e-01;0.330562;0
2/16/2.jpg;8.185435;8.053209e-01;0.718506;3.874952e+00;4.641752;2.071826e+00;0.168622;9.520901e-02;0.065056;0
2/17/2.jpg;4.595748;1.696940e+00;0.871783;5.611123e+00;6.460710;3.190168e+00;0.300746;2.040014e-01;0.125736;0
3/18/3.jpg;3.993504;1.126982e+00;0.468913;1.752328e+00;2.710416;8.967937e-01;0.165679;1.271851e-01;0.091199;0
3/19/3.jpg;8.789413;2.937541e-01;0.344775;1.154961e+00;2.883259;6.963626e-01;0.336165;1.912991e-01;0.109749;0
3/20/3.jpg;7.047641;1.304133e+00;0.904775;1.759679e+00;2.938297;9.334344e-01;0.015285;1.148859e-02;0.031895;0
4/21/4.jpg;4.003613;1.320152e-01;0.849082;5.360460e+00;7.501339;3.787075e+00;0.165367;1.048473e-01;0.075510;0
4/22/4.jpg;9.001559;-2.793445e-02;0.448411;3.465103e+00;2.468353;1.608626e+00;0.198166;1.155882e-01;0.078460;0
4/23/4.jpg;6.155149;-5.044747e-01;1.919700;6.473041e+00;6.573179;4.233574e+00;0.049159;2.498795e-02;0.036234;0
5/24/5.jpg;4.482080;4.690291e-01;0.539674;5.718981e+00;6.565830;3.757247e+00;0.426340;3.604570e-01;0.274069;0
5/25/5.jpg;7.158942;2.325867e+00;1.273147;5.223090e+00;5.222046;3.125304e+00;0.055008;2.697616e-02;0.036957;0
5/26/5.jpg;5.209554;3.957006e+00;1.407666;5.350576e+00;6.438705;3.148333e+00;0.197019;1.283068e-01;0.090432;0
5/27/5.jpg;8.393119;4.417718e-01;0.593424;4.314190e+00;4.234507;2.500981e+00;0.069238;5.449680e-02;0.052911;0
6/28/6.jpg;4.514791;2.796001e+00;0.894924;5.978089e+00;6.451668;3.473886e+00;0.242930;1.303919e-01;0.078808;0
6/29/6.jpg;3.038670;1.548581e+00;-0.339561;3.081102e+00;3.556041;1.813592e+00;0.563989;4.619302e-01;0.304218;0
